# Program:featureCounts v1.5.0-p1; Command:""featureCounts"" ""-a"" ""ws254.saf"" ""-o"" ""counts.txt"" ""-s"" ""2"" ""-F"" ""SAF"" ""1_S1_R1_001"" ""2_S2_R1_001"" ""3_S3_R1_001"" ""4_S4_R1_001"" ""5_S5_R1_001"" ""6_S6_R1_001"" ""7_S7_R1_001"" "
Geneid	Chr	Start	End	Strand	Length	s1_S1_R1_001	s2_S2_R1_001	s3_S3_R1_001	s5_S5_R1_001	s6_S6_R1_001	s7_S7_R1_001
WBGene00048374	chrIV	13895911	13895931	+	21	0	0	0	0	0	0
WBGene00174258	chrIV	13896293	13896313	+	21	0	0	0	0	0	0
WBGene00049920	chrIV	13896296	13896316	+	21	0	0	0	0	0	0
WBGene00174695	chrIV	13896591	13896611	-	21	0	0	0	0	0	0
WBGene00171942	chrIV	13896594	13896614	-	21	0	0	0	0	0	0
WBGene00174119	chrIV	13896810	13896830	+	21	0	0	0	0	0	0
WBGene00172812	chrIV	13897008	13897028	+	21	3	0	0	0	0	0
WBGene00047716	chrIV	13897124	13897144	-	21	0	0	0	0	0	0
WBGene00174408	chrIV	13897668	13897688	+	21	0	0	0	0	0	0
WBGene00049732	chrIV	13897669	13897689	+	21	0	0	0	0	0	0
WBGene00012536	chrIV	13897817	13902874	-	5058	378	281	279	400	660	778
WBGene00172575	chrIV	13897825	13897845	+	21	0	0	0	0	0	0
WBGene00049099	chrIV	13897826	13897846	+	21	0	0	0	0	0	0
WBGene00171904	chrIV	13897829	13897849	+	21	0	0	0	0	0	0
WBGene00167161	chrIV	13898253	13898273	-	21	0	0	0	0	0	0
WBGene00172979	chrIV	13898254	13898274	-	21	0	0	0	0	0	0
WBGene00047838	chrIV	13898382	13898402	+	21	0	0	9	0	0	0
WBGene00047107	chrIV	13898672	13898692	+	21	1	0	0	3	0	0
WBGene00048180	chrIV	13898807	13898827	+	21	0	0	0	0	0	0
WBGene00167021	chrIV	13898808	13898828	+	21	0	0	0	0	0	0
WBGene00047426	chrIV	13899128	13899148	-	21	0	0	0	0	0	0
WBGene00171070	chrIV	13899129	13899149	-	21	0	0	0	0	0	0
WBGene00169701	chrIV	13899131	13899151	-	21	0	0	0	0	0	0
WBGene00165703	chrIV	13899132	13899152	-	21	0	0	0	0	0	0
WBGene00048875	chrIV	13899309	13899329	+	21	0	0	0	0	0	0
WBGene00049734	chrIV	13900189	13900209	+	21	0	0	2	0	0	0
WBGene00167426	chrIV	13900671	13900691	+	21	0	0	0	0	0	0
WBGene00049623	chrIV	13900974	13900994	+	21	0	0	4	0	0	0
WBGene00048072	chrIV	13901122	13901142	+	21	0	0	3	1	0	0
WBGene00171438	chrIV	13901425	13901445	+	21	0	0	0	0	0	0
WBGene00165896	chrIV	13901590	13901610	+	21	0	0	0	0	0	0
WBGene00045853	chrIV	13901804	13901824	-	21	0	0	0	0	0	0
WBGene00048059	chrIV	13901895	13901915	-	21	0	0	0	0	0	0
WBGene00170527	chrIV	13902437	13902457	-	21	0	0	0	0	0	0
WBGene00172261	chrIV	13903062	13903082	-	21	0	0	0	0	0	0
WBGene00170417	chrIV	13903395	13903415	-	21	0	0	0	0	0	0
WBGene00049685	chrIV	13903548	13903568	-	21	0	0	0	0	0	0
WBGene00170093	chrIV	13903924	13903944	-	21	0	0	0	0	0	0
WBGene00166489	chrIV	13904183	13904203	+	21	0	0	0	0	0	0
WBGene00048634	chrIV	13904344	13904364	+	21	0	0	0	0	0	0
WBGene00046663	chrIV	13904779	13904799	+	21	0	0	0	0	0	0
WBGene00049946	chrIV	13905070	13905090	+	21	0	0	0	0	0	0
WBGene00012535	chrIV	13905991	13912297	-	6307	23	3	10	20	0	12
WBGene00172806	chrIV	13906383	13906403	+	21	0	0	0	0	0	0
WBGene00174390	chrIV	13906384	13906404	+	21	0	0	0	0	0	0
WBGene00046770	chrIV	13906385	13906405	+	21	0	0	0	0	0	0
WBGene00046607	chrIV	13906388	13906408	+	21	0	0	0	0	0	0
WBGene00048615	chrIV	13906594	13906614	-	21	0	0	0	0	0	0
WBGene00172469	chrIV	13906670	13906690	+	21	0	0	0	0	0	0
WBGene00167747	chrIV	13907111	13907131	-	21	0	0	0	0	0	0
WBGene00048655	chrIV	13907116	13907136	+	21	0	0	0	0	0	0
WBGene00049037	chrIV	13907293	13907313	+	21	0	0	0	0	0	0
WBGene00172554	chrIV	13907297	13907317	+	21	0	0	0	0	0	0
WBGene00174157	chrIV	13907773	13907793	-	21	0	0	0	0	0	0
WBGene00050602	chrIV	13907795	13907815	+	21	0	0	0	0	0	0
WBGene00045769	chrIV	13907798	13907818	+	21	0	0	0	0	0	0
WBGene00169138	chrIV	13908129	13908149	+	21	0	0	0	0	0	0
WBGene00173421	chrIV	13908213	13908233	-	21	0	0	0	0	0	0
WBGene00166734	chrIV	13908214	13908234	-	21	0	0	0	0	0	0
WBGene00169510	chrIV	13908576	13908596	-	21	0	0	0	0	0	0
WBGene00045682	chrIV	13908848	13908868	-	21	0	0	0	0	0	0
WBGene00167276	chrIV	13909316	13909336	-	21	0	0	0	0	0	0
WBGene00174834	chrIV	13909452	13909472	+	21	0	0	0	0	0	0
WBGene00173610	chrIV	13909453	13909473	+	21	0	0	0	0	0	0
WBGene00171392	chrIV	13909611	13909631	+	21	0	0	0	0	0	0
WBGene00170846	chrIV	13911182	13911202	-	21	0	0	0	0	0	0
WBGene00166545	chrIV	13911231	13911251	+	21	0	0	0	0	0	0
WBGene00172875	chrIV	13911234	13911254	+	21	0	0	0	0	0	0
WBGene00047617	chrIV	13911552	13911572	-	21	0	0	0	0	0	0
WBGene00049872	chrIV	13911552	13911572	+	21	0	0	0	0	0	0
WBGene00047578	chrIV	13911553	13911573	+	21	0	0	0	0	0	0
WBGene00050444	chrIV	13911556	13911576	+	21	0	0	0	0	0	0
WBGene00172101	chrIV	13911995	13912015	+	21	0	0	0	0	0	0
WBGene00168677	chrIV	13912431	13912451	+	21	0	0	0	0	0	0
WBGene00168454	chrIV	13912622	13912642	+	21	0	0	0	0	0	0
WBGene00166816	chrIV	13912627	13912647	+	21	0	0	0	0	0	0
WBGene00168331	chrIV	13912952	13912972	+	21	0	0	0	0	0	0
WBGene00050296	chrIV	13912953	13912973	+	21	0	0	0	0	0	0
WBGene00172459	chrIV	13913690	13913710	-	21	0	0	0	0	0	0
WBGene00050726	chrIV	13913691	13913711	-	21	0	0	0	0	0	0
WBGene00049418	chrIV	13913911	13913931	-	21	0	0	0	0	0	0
WBGene00169409	chrIV	13913933	13913953	+	21	0	0	0	0	0	0
WBGene00172777	chrIV	13914315	13914335	-	21	0	0	0	0	0	0
WBGene00048809	chrIV	13914587	13914607	-	21	0	0	0	0	0	0
WBGene00050094	chrIV	13914730	13914750	-	21	0	0	0	0	0	0
WBGene00049731	chrIV	13914908	13914928	-	21	0	0	0	0	0	0
WBGene00167578	chrIV	13915056	13915076	-	21	0	0	0	0	0	0
WBGene00048332	chrIV	13916804	13916824	-	21	0	0	0	0	0	0
WBGene00173133	chrIV	13916805	13916825	-	21	0	0	0	0	0	0
WBGene00167778	chrIV	13917225	13917245	+	21	1	0	0	0	0	0
WBGene00173694	chrIV	13917319	13917339	-	21	1	0	0	0	0	0
WBGene00048123	chrIV	13917665	13917685	-	21	0	0	0	0	0	0
WBGene00048196	chrIV	13917860	13917880	-	21	0	0	0	0	0	0
WBGene00047677	chrIV	13918439	13918459	-	21	0	0	0	0	0	0
WBGene00045995	chrIV	13918820	13918840	-	21	0	0	0	0	0	0
WBGene00173132	chrIV	13919163	13919183	+	21	0	0	0	0	0	0
WBGene00049861	chrIV	13919657	13919677	+	21	0	0	0	0	0	0
WBGene00050113	chrIV	13920349	13920369	-	21	0	0	0	0	0	0
WBGene00167698	chrIV	13920371	13920391	+	21	0	0	0	0	0	0
WBGene00173244	chrIV	13920374	13920394	+	21	0	0	0	0	0	0
WBGene00170883	chrIV	13920522	13920542	+	21	0	0	0	0	0	0
WBGene00046972	chrIV	13920645	13920665	-	21	0	0	0	0	0	0
WBGene00166208	chrIV	13921056	13921076	+	21	0	0	0	0	0	0
WBGene00050467	chrIV	13921144	13921164	+	21	0	0	0	0	0	0
WBGene00047054	chrIV	13924307	13924327	-	21	0	0	0	0	0	0
WBGene00047948	chrIV	13924717	13924737	-	21	0	0	0	0	0	0
WBGene00165591	chrIV	13925344	13925364	+	21	0	0	0	0	0	0
WBGene00165258	chrIV	13925628	13925648	+	21	0	0	0	0	0	0
WBGene00171399	chrIV	13925629	13925649	+	21	0	0	0	0	0	0
WBGene00167085	chrIV	13925801	13925821	+	21	0	0	0	0	0	0
WBGene00047468	chrIV	13925921	13925941	+	21	0	0	0	0	0	0
WBGene00170197	chrIV	13925939	13925959	-	21	0	0	0	0	0	0
WBGene00048861	chrIV	13926545	13926565	+	21	0	0	0	0	0	0
WBGene00165041	chrIV	13926915	13926935	+	21	0	0	0	0	0	0
WBGene00167592	chrIV	13927084	13927104	+	21	0	0	0	0	0	0
WBGene00045793	chrIV	13927085	13927105	+	21	0	0	0	0	0	0
WBGene00166230	chrIV	13927284	13927304	+	21	0	0	0	0	0	0
WBGene00049428	chrIV	13927872	13927892	+	21	0	0	0	0	0	0
WBGene00165928	chrIV	13928071	13928091	+	21	0	0	0	0	0	0
WBGene00047836	chrIV	13928253	13928273	+	21	0	0	0	0	0	0
WBGene00173507	chrIV	13928652	13928672	+	21	0	0	0	0	0	0
WBGene00049612	chrIV	13928653	13928673	+	21	0	0	0	0	0	0
WBGene00167448	chrIV	13928870	13928890	+	21	0	0	0	0	0	0
WBGene00049997	chrIV	13929034	13929054	+	21	0	0	0	0	0	0
WBGene00049929	chrIV	13929106	13929126	+	21	0	0	0	0	0	0
WBGene00045884	chrIV	13929246	13929266	+	21	0	0	0	0	0	0
WBGene00171719	chrIV	13934281	13934301	-	21	0	0	0	0	0	0
WBGene00045768	chrIV	13934282	13934302	-	21	0	0	0	0	0	0
WBGene00045063	chrIV	13934445	13964001	+	29557	332	70	333	406	776	434
WBGene00172201	chrIV	13934741	13934761	+	21	0	0	0	0	0	0
WBGene00048121	chrIV	13935059	13935079	-	21	0	0	0	0	0	0
WBGene00048477	chrIV	13935364	13935384	-	21	0	0	0	0	0	0
WBGene00166920	chrIV	13936667	13936687	+	21	0	0	0	0	0	0
WBGene00165548	chrIV	13936668	13936688	+	21	0	0	0	0	0	0
WBGene00048019	chrIV	13936904	13936924	+	21	0	0	0	0	0	0
WBGene00168038	chrIV	13936939	13936959	+	21	0	0	0	0	0	0
WBGene00049145	chrIV	13936940	13936960	+	21	0	0	0	0	0	0
WBGene00171624	chrIV	13937159	13937179	+	21	0	0	0	0	0	0
WBGene00171535	chrIV	13937507	13937527	+	21	0	0	0	0	0	0
WBGene00173532	chrIV	13937751	13937771	+	21	0	0	0	0	0	0
WBGene00168873	chrIV	13937752	13937772	+	21	0	0	0	0	0	0
WBGene00173766	chrIV	13938376	13938396	-	21	0	0	0	0	0	0
WBGene00171944	chrIV	13938574	13938594	-	21	0	0	0	0	0	0
WBGene00050071	chrIV	13939090	13939110	-	21	0	0	0	0	0	0
WBGene00049008	chrIV	13939488	13939508	+	21	0	0	0	0	0	0
WBGene00045579	chrIV	13939645	13939665	-	21	0	0	0	0	0	0
WBGene00167509	chrIV	13940190	13940210	+	21	0	0	0	0	0	0
WBGene00046210	chrIV	13940535	13940555	+	21	0	0	0	0	0	0
WBGene00170455	chrIV	13940827	13940847	-	21	0	0	0	0	0	0
WBGene00166647	chrIV	13940830	13940850	-	21	0	0	0	0	0	0
WBGene00049980	chrIV	13941161	13941181	-	21	0	0	0	0	0	0
WBGene00049815	chrIV	13941355	13941375	-	21	0	0	0	0	0	0
WBGene00166726	chrIV	13941866	13941886	+	21	0	0	0	0	0	0
WBGene00047231	chrIV	13941867	13941887	+	21	0	0	0	0	0	0
WBGene00049791	chrIV	13941924	13941944	-	21	0	0	0	0	0	0
WBGene00169571	chrIV	13942422	13942442	+	21	0	0	0	0	0	0
WBGene00167522	chrIV	13942697	13942717	-	21	0	0	0	0	0	0
WBGene00173854	chrIV	13943202	13943222	+	21	0	0	0	0	0	0
WBGene00050034	chrIV	13943203	13943223	+	21	0	0	0	0	0	0
WBGene00168670	chrIV	13943395	13943415	+	21	0	0	0	0	0	0
WBGene00049406	chrIV	13943398	13943418	+	21	0	0	0	0	0	0
WBGene00171522	chrIV	13943689	13943709	-	21	0	0	0	0	0	0
WBGene00050842	chrIV	13943906	13943926	+	21	0	0	0	0	0	0
WBGene00168148	chrIV	13943987	13944007	-	21	0	0	0	0	0	0
WBGene00050104	chrIV	13944266	13944286	+	21	0	0	0	0	0	0
WBGene00172314	chrIV	13944438	13944458	-	21	0	0	0	0	0	0
WBGene00048752	chrIV	13944439	13944459	-	21	0	0	0	0	0	0
WBGene00172373	chrIV	13944585	13944605	-	21	0	0	0	0	0	0
WBGene00171011	chrIV	13944812	13944832	+	21	0	0	0	0	0	0
WBGene00046704	chrIV	13945623	13945643	+	21	0	0	0	0	0	0
WBGene00167226	chrIV	13945626	13945646	+	21	0	0	0	0	0	0
WBGene00046524	chrIV	13945668	13945688	+	21	0	0	0	0	0	0
WBGene00173410	chrIV	13946064	13946084	+	21	0	0	0	0	0	0
WBGene00047206	chrIV	13946067	13946087	+	21	0	0	0	0	0	0
WBGene00047472	chrIV	13946211	13946231	+	21	0	0	0	0	0	0
WBGene00166064	chrIV	13946597	13946617	+	21	0	0	0	0	0	0
WBGene00047319	chrIV	13946600	13946620	+	21	0	0	0	0	0	0
WBGene00170069	chrIV	13946713	13946733	+	21	0	0	0	0	0	0
WBGene00173164	chrIV	13946714	13946734	+	21	0	0	0	0	0	0
WBGene00165411	chrIV	13946719	13946739	+	21	0	0	0	0	0	0
WBGene00165828	chrIV	13948774	13948794	-	21	0	0	0	0	0	0
WBGene00046853	chrIV	13948777	13948797	-	21	0	0	0	0	0	0
WBGene00048523	chrIV	13948886	13948906	-	21	0	0	0	0	0	0
WBGene00172451	chrIV	13948887	13948907	-	21	0	0	0	0	0	0
WBGene00174538	chrIV	13949357	13949377	+	21	0	0	0	0	0	0
WBGene00045783	chrIV	13950576	13950596	+	21	0	0	0	0	0	0
WBGene00167782	chrIV	13950753	13950773	+	21	0	0	0	0	0	0
WBGene00174916	chrIV	13950754	13950774	+	21	0	0	0	0	0	0
WBGene00049012	chrIV	13951563	13951583	-	21	0	0	0	0	0	0
WBGene00168778	chrIV	13951905	13951925	-	21	0	0	0	0	0	0
WBGene00049574	chrIV	13951906	13951926	-	21	0	0	0	0	0	0
WBGene00168781	chrIV	13952282	13952302	+	21	0	0	0	0	0	0
WBGene00048764	chrIV	13952285	13952305	+	21	0	0	0	0	0	0
WBGene00048423	chrIV	13953065	13953085	+	21	0	0	0	0	0	0
WBGene00170818	chrIV	13953068	13953088	+	21	0	0	0	0	0	0
WBGene00165831	chrIV	13953418	13953438	+	21	0	0	0	0	0	0
WBGene00049326	chrIV	13953625	13953645	+	21	0	0	0	0	0	0
WBGene00165771	chrIV	13954096	13954116	-	21	0	0	0	0	0	0
WBGene00049105	chrIV	13954112	13954132	+	21	0	0	0	0	0	0
WBGene00171426	chrIV	13954114	13954134	+	21	0	0	0	0	0	0
WBGene00046955	chrIV	13954115	13954135	+	21	0	0	0	0	0	0
WBGene00048865	chrIV	13954118	13954138	+	21	0	0	0	0	0	0
WBGene00169125	chrIV	13954270	13954290	+	21	0	0	0	0	0	0
WBGene00047163	chrIV	13954271	13954291	+	21	0	0	0	0	0	0
WBGene00049021	chrIV	13954655	13954675	+	21	0	0	0	0	0	0
WBGene00168587	chrIV	13954658	13954678	+	21	0	0	0	0	0	0
WBGene00171634	chrIV	13954817	13954837	-	21	0	0	0	0	0	0
WBGene00048329	chrIV	13955016	13955036	+	21	0	0	0	0	0	0
WBGene00166653	chrIV	13955409	13955429	+	21	0	0	0	0	0	0
WBGene00046650	chrIV	13955566	13955586	+	21	0	0	0	0	0	0
WBGene00168972	chrIV	13955570	13955590	+	21	0	0	0	0	0	0
WBGene00046519	chrIV	13956059	13956079	-	21	0	0	0	0	0	0
WBGene00046133	chrIV	13956565	13956585	-	21	0	0	0	0	0	0
WBGene00169238	chrIV	13956726	13956746	-	21	0	0	0	0	0	0
WBGene00174471	chrIV	13957041	13957061	-	21	0	0	0	0	0	0
WBGene00170146	chrIV	13957045	13957065	-	21	0	0	0	0	0	0
WBGene00046227	chrIV	13957711	13957731	-	21	0	0	0	0	0	0
WBGene00167262	chrIV	13958102	13958122	-	21	0	0	0	0	0	0
WBGene00172159	chrIV	13958228	13958248	-	21	0	0	0	0	0	0
WBGene00166908	chrIV	13958229	13958249	-	21	0	0	0	0	0	0
WBGene00049603	chrIV	13959035	13959055	+	21	0	0	0	0	0	0
WBGene00047405	chrIV	13959123	13959143	+	21	0	0	0	0	0	0
WBGene00045745	chrIV	13959485	13959505	+	21	0	0	0	0	0	0
WBGene00048469	chrIV	13959502	13959522	-	21	0	0	0	0	0	0
WBGene00172131	chrIV	13959572	13959592	+	21	0	0	0	0	0	0
WBGene00050404	chrIV	13959883	13959903	-	21	0	0	0	0	0	0
WBGene00049961	chrIV	13960269	13960289	+	21	0	0	0	0	0	0
WBGene00046225	chrIV	13960652	13960672	-	21	0	0	0	0	0	0
WBGene00050762	chrIV	13960655	13960675	-	21	0	0	0	0	0	0
WBGene00049593	chrIV	13960800	13960820	+	21	0	0	0	0	0	0
WBGene00168197	chrIV	13961116	13961136	+	21	0	0	0	0	0	0
WBGene00050259	chrIV	13961119	13961139	+	21	0	0	0	0	0	0
WBGene00174228	chrIV	13961567	13961587	-	21	0	0	0	0	0	0
WBGene00173497	chrIV	13961569	13961589	-	21	0	0	0	0	0	0
WBGene00046798	chrIV	13961570	13961590	-	21	0	0	0	0	0	0
WBGene00048356	chrIV	13961947	13961967	-	21	0	0	0	0	0	0
WBGene00169024	chrIV	13961951	13961971	-	21	0	0	0	0	0	0
WBGene00169818	chrIV	13961952	13961972	-	21	0	0	0	0	0	0
WBGene00046612	chrIV	13962739	13962759	-	21	0	0	0	0	0	0
WBGene00168296	chrIV	13962952	13962972	-	21	0	0	0	0	0	0
WBGene00166260	chrIV	13963656	13963676	+	21	0	0	0	0	0	0
WBGene00046140	chrIV	13964184	13964204	-	21	0	0	0	0	0	0
WBGene00044989	chrIV	13964359	13979847	-	15489	6376	2599	10901	9725	9823	9300
WBGene00167469	chrIV	13971956	13971976	-	21	0	0	0	0	0	0
WBGene00047965	chrIV	13971963	13971983	+	21	0	0	0	0	0	0
WBGene00166804	chrIV	13974484	13974504	-	21	0	0	0	0	0	0
WBGene00168311	chrIV	13974487	13974507	-	21	0	0	0	0	0	0
WBGene00172193	chrIV	13976827	13976847	-	21	0	0	0	0	0	0
WBGene00048047	chrIV	13978468	13978488	+	21	0	0	0	0	0	0
WBGene00166119	chrIV	13978575	13978595	+	21	0	0	0	0	0	0
WBGene00172387	chrIV	13979403	13979423	+	21	0	0	0	0	0	0
WBGene00170446	chrIV	13979509	13979529	-	21	0	0	0	0	0	0
WBGene00171515	chrIV	13980914	13980934	-	21	0	0	0	0	0	0
WBGene00001575	chrIV	13981087	13982525	-	1439	49	4	18	78	80	137
WBGene00173363	chrIV	13981456	13981476	-	21	0	0	0	0	0	0
WBGene00166940	chrIV	13981947	13981967	-	21	0	0	0	0	0	0
WBGene00048220	chrIV	13981950	13981970	-	21	0	0	0	0	0	0
WBGene00167533	chrIV	13982602	13982622	-	21	0	0	0	0	0	0
WBGene00047577	chrIV	13982606	13982626	-	21	0	0	0	0	0	0
WBGene00167305	chrIV	13982607	13982627	-	21	0	0	0	0	0	0
WBGene00006598	chrIV	13982636	13984141	-	1506	4	0	0	5	19	6
WBGene00047430	chrIV	13983432	13983452	+	21	0	0	0	0	0	0
WBGene00006597	chrIV	13984251	13985805	-	1555	33	23	11	56	50	84
WBGene00165580	chrIV	13984327	13984347	-	21	0	0	0	0	0	0
WBGene00165571	chrIV	13984440	13984460	-	21	0	0	0	0	0	0
WBGene00168433	chrIV	13986228	13986248	-	21	0	0	0	0	0	0
WBGene00047819	chrIV	13986460	13986480	-	21	0	0	0	0	0	0
WBGene00047719	chrIV	13986699	13986719	-	21	0	0	0	0	0	0
WBGene00046346	chrIV	13987340	13987360	-	21	0	0	0	0	0	0
WBGene00046784	chrIV	13988049	13988069	+	21	0	0	0	0	0	0
WBGene00165262	chrIV	13988370	13988390	+	21	0	0	0	0	0	0
WBGene00045829	chrIV	13988371	13988391	+	21	0	0	0	0	0	0
WBGene00050811	chrIV	13988456	13988476	-	21	0	0	0	0	0	0
WBGene00048732	chrIV	13988708	13988728	-	21	0	0	0	0	0	0
WBGene00050292	chrIV	13988853	13988873	+	21	0	0	0	0	0	0
WBGene00001190	chrIV	13989094	14012026	+	22933	2249	764	3825	3737	3483	3006
WBGene00048482	chrIV	13989405	13989425	+	21	0	0	0	0	0	0
WBGene00046888	chrIV	13989627	13989647	+	21	0	0	0	0	0	0
WBGene00174400	chrIV	13989630	13989650	+	21	0	0	0	0	0	0
WBGene00167127	chrIV	13990332	13990352	+	21	0	0	0	0	0	0
WBGene00047979	chrIV	13990335	13990355	+	21	0	0	0	0	0	0
WBGene00167354	chrIV	13990532	13990552	+	21	0	0	0	0	0	0
WBGene00047545	chrIV	13990995	13991015	+	21	0	0	0	0	0	0
WBGene00047769	chrIV	13990998	13991018	-	21	0	0	0	0	0	0
WBGene00166421	chrIV	13991378	13991398	-	21	0	0	0	0	0	0
WBGene00171371	chrIV	13991530	13991550	+	21	0	0	0	0	0	0
WBGene00048232	chrIV	13991531	13991551	+	21	0	0	0	0	0	0
WBGene00169967	chrIV	13992055	13992075	-	21	0	0	0	0	0	0
WBGene00045736	chrIV	13992256	13992276	+	21	0	0	0	0	0	0
WBGene00170544	chrIV	13992298	13992318	-	21	0	0	0	0	0	0
WBGene00046191	chrIV	13992301	13992321	-	21	0	0	0	0	0	0
WBGene00170955	chrIV	13992302	13992322	-	21	0	0	0	0	0	0
WBGene00045758	chrIV	13992564	13992584	+	21	0	0	0	0	0	0
WBGene00165974	chrIV	13992809	13992829	-	21	0	0	0	0	0	0
WBGene00045811	chrIV	13993009	13993029	+	21	0	0	0	0	0	0
WBGene00050110	chrIV	13993127	13993147	-	21	0	0	0	0	0	0
WBGene00169023	chrIV	13993386	13993406	+	21	0	0	0	0	0	0
WBGene00170209	chrIV	13993581	13993601	-	21	0	0	0	0	0	0
WBGene00171314	chrIV	13993656	13993676	+	21	0	0	0	0	0	0
WBGene00048586	chrIV	13993793	13993813	+	21	0	0	0	0	0	0
WBGene00172810	chrIV	13993796	13993816	+	21	0	0	0	0	0	0
WBGene00045785	chrIV	13994174	13994194	+	21	0	0	0	0	0	0
WBGene00047840	chrIV	13994463	13994483	+	21	0	0	0	0	0	0
WBGene00169950	chrIV	13994522	13994542	+	21	0	0	0	0	0	0
WBGene00046751	chrIV	13995193	13995213	+	21	0	0	0	0	0	0
WBGene00047398	chrIV	13995662	13995682	+	21	0	0	0	0	0	0
WBGene00169875	chrIV	13996015	13996035	-	21	0	0	0	0	0	0
WBGene00170447	chrIV	13996301	13996321	+	21	0	0	0	0	0	0
WBGene00166468	chrIV	13996608	13996628	-	21	0	0	0	0	0	0
WBGene00047736	chrIV	13996609	13996629	-	21	0	0	0	0	0	0
WBGene00045913	chrIV	13996936	13996956	-	21	0	0	0	0	0	0
WBGene00045951	chrIV	13997032	13997052	-	21	0	0	0	0	0	0
WBGene00050702	chrIV	13997220	13997240	-	21	0	0	0	0	0	0
WBGene00165878	chrIV	13997460	13997480	-	21	0	0	0	0	0	0
WBGene00172345	chrIV	13998025	13998045	-	21	0	0	0	0	0	0
WBGene00169043	chrIV	13998026	13998046	-	21	0	0	0	0	0	0
WBGene00050093	chrIV	13998089	13998109	-	21	0	0	0	0	0	0
WBGene00047055	chrIV	13998335	13998355	-	21	0	0	0	0	0	0
WBGene00173984	chrIV	13998458	13998478	+	21	0	0	0	0	0	0
WBGene00171098	chrIV	13998594	13998614	-	21	0	0	0	0	0	0
WBGene00168319	chrIV	13998808	13998828	-	21	0	0	0	0	0	0
WBGene00168832	chrIV	13999476	13999496	+	21	0	0	0	0	0	0
WBGene00047902	chrIV	14000233	14000253	+	21	0	0	0	0	0	0
WBGene00045798	chrIV	14000578	14000598	-	21	0	0	0	0	0	0
WBGene00165623	chrIV	14000899	14000919	-	21	0	0	0	0	0	0
WBGene00166526	chrIV	14000998	14001018	+	21	0	0	0	0	0	0
WBGene00049276	chrIV	14001043	14001063	-	21	0	0	0	0	0	0
WBGene00173267	chrIV	14001048	14001068	-	21	0	0	0	0	0	0
WBGene00049178	chrIV	14001456	14001476	+	21	0	0	0	0	0	0
WBGene00050250	chrIV	14001733	14001753	+	21	0	0	0	0	0	0
WBGene00049129	chrIV	14002152	14002172	-	21	0	0	0	0	0	0
WBGene00170211	chrIV	14002331	14002351	+	21	0	0	0	0	0	0
WBGene00171528	chrIV	14003035	14003055	+	21	0	0	0	0	0	0
WBGene00167417	chrIV	14003408	14003428	+	21	0	0	0	0	0	0
WBGene00165450	chrIV	14003807	14003827	+	21	0	0	0	0	0	0
WBGene00171101	chrIV	14004016	14004036	-	21	0	0	0	0	0	0
WBGene00048929	chrIV	14004363	14004383	-	21	0	0	0	0	0	0
WBGene00168964	chrIV	14004715	14004735	-	21	0	0	0	0	0	0
WBGene00166013	chrIV	14004716	14004736	-	21	0	0	0	0	0	0
WBGene00168851	chrIV	14004718	14004738	-	21	0	0	0	0	0	0
WBGene00174969	chrIV	14004719	14004739	-	21	0	0	0	0	0	0
WBGene00048663	chrIV	14005007	14005027	-	21	0	0	0	0	0	0
WBGene00166196	chrIV	14005008	14005028	-	21	0	0	0	0	0	0
WBGene00167441	chrIV	14005194	14005214	-	21	0	0	0	0	0	0
WBGene00174871	chrIV	14005222	14005242	-	21	0	0	0	0	0	0
WBGene00169367	chrIV	14005225	14005245	-	21	0	0	0	0	0	0
WBGene00050294	chrIV	14005791	14005811	-	21	0	0	0	0	0	0
WBGene00045526	chrIV	14006014	14006034	+	21	0	0	0	0	0	0
WBGene00049925	chrIV	14006269	14006289	+	21	0	0	0	0	0	0
WBGene00048750	chrIV	14006320	14006340	-	21	0	0	0	0	0	0
WBGene00048217	chrIV	14006738	14006758	+	21	0	0	0	0	0	0
WBGene00167771	chrIV	14006792	14006812	+	21	0	0	0	0	0	0
WBGene00173146	chrIV	14007262	14007282	-	21	0	0	0	0	0	0
WBGene00174446	chrIV	14007265	14007285	-	21	0	0	0	0	0	0
WBGene00167960	chrIV	14007266	14007286	-	21	0	0	0	0	0	0
WBGene00167130	chrIV	14007268	14007288	-	21	0	0	0	0	0	0
WBGene00165973	chrIV	14007321	14007341	-	21	0	0	0	0	0	0
WBGene00169376	chrIV	14007443	14007463	+	21	0	0	0	0	0	0
WBGene00048711	chrIV	14008041	14008061	+	21	0	0	0	0	0	0
WBGene00047416	chrIV	14008217	14008237	+	21	0	0	0	0	0	0
WBGene00172090	chrIV	14008281	14008301	-	21	0	0	0	0	0	0
WBGene00048115	chrIV	14008451	14008471	+	21	0	0	0	0	0	0
WBGene00171420	chrIV	14008704	14008724	+	21	0	0	0	0	0	0
WBGene00173874	chrIV	14008705	14008725	+	21	0	0	0	0	0	0
WBGene00050567	chrIV	14008790	14008810	+	21	0	0	0	0	0	0
WBGene00049756	chrIV	14008793	14008813	+	21	0	0	0	0	0	0
WBGene00048199	chrIV	14008884	14008904	+	21	0	0	0	0	0	0
WBGene00174688	chrIV	14008889	14008909	+	21	0	0	0	0	0	0
WBGene00048468	chrIV	14008914	14008934	-	21	0	0	0	0	0	0
WBGene00172452	chrIV	14009135	14009155	+	21	0	0	0	0	0	0
